date,league,t1,t2,bet_type,bet_line,ROI,fair_odds,odds,House,url,status
2024-01-20,LOL - LCK Spring,Nongshim RedForce,Gen.G,over,total_dragons 4.5,45.83%,1.71,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727921/F19/,loss
2024-01-20,LOL - LCK Spring,Nongshim RedForce,Gen.G,over,total_towers 10.5,30.83%,1.2,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727921/F19/,win
2024-01-20,LOL - LCK Spring,Nongshim RedForce,Gen.G,over,total_kills 22.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727921/F19/,loss
2024-01-20,LOL - LCK Spring,Nongshim RedForce,Gen.G,over,game_duration 28.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727921/F19/,loss
2024-01-20,LOL - LCK Spring,Nongshim RedForce,Gen.G,under,total_inhibitors 1.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727921/F19/,win
2024-01-20,LOL - LCK Spring,Nongshim RedForce,Gen.G,over,total_barons 1.5,41.67%,2.4,3.4,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727921/F19/,loss
2024-01-20,LOL - LEC Winter,SK Gaming,Team Heretics,over,total_dragons 4.5,7.33%,1.5,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801531/F19/,win
2024-01-20,LOL - LEC Winter,SK Gaming,Team Heretics,under,total_towers 12.5,80.00%,1.0,1.8,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801531/F19/,loss
2024-01-20,LOL - LEC Winter,SK Gaming,Team Heretics,under,total_kills 24.5,52.50%,1.2,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801531/F19/,win
2024-01-20,LOL - LEC Winter,SK Gaming,Team Heretics,over,game_duration 31.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801531/F19/,loss
2024-01-20,LOL - LEC Winter,SK Gaming,Team Heretics,under,total_inhibitors 1.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801531/F19/,win
2024-01-20,LOL - LEC Winter,SK Gaming,Team Heretics,over,total_barons 1.5,33.33%,1.5,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801531/F19/,win
2024-01-20,LOL - LEC Winter,MAD Lions KOI,G2 Esports,over,total_dragons 4.5,46.67%,1.5,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801581/F19/,loss
2024-01-20,LOL - LEC Winter,MAD Lions KOI,G2 Esports,over,game_duration 30.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801581/F19/,win
2024-01-20,LOL - LEC Winter,MAD Lions KOI,G2 Esports,over,total_inhibitors 1.5,25.00%,1.2,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801581/F19/,loss
2024-01-20,LOL - LEC Winter,MAD Lions KOI,G2 Esports,over,total_barons 1.5,46.67%,1.5,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801581/F19/,win
2024-01-20,LOL - LEC Winter,Fnatic,Team BDS,under,total_kills 26.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801533/F19/,loss
2024-01-20,LOL - LEC Winter,Fnatic,Team BDS,under,total_inhibitors 1.5,66.67%,1.5,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801533/F19/,loss
2024-01-20,LOL - LEC Winter,Team Vitality,Rogue,under,total_dragons 4.5,33.33%,1.5,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801534/F19/,win
2024-01-20,LOL - LEC Winter,Team Vitality,Rogue,over,game_duration 31.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801534/F19/,loss
2024-01-20,LOL - LEC Winter,Team Vitality,Rogue,under,total_barons 1.5,33.33%,1.5,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18801534/F19/,win
2024-01-20,LOL - LCK Spring,OKSavingsBank BRION,FearX,under,total_dragons 4.5,87.50%,1.33,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727920/F19/,win
2024-01-20,LOL - LCK Spring,OKSavingsBank BRION,FearX,under,total_towers 11.5,68.75%,1.33,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727920/F19/,win
2024-01-20,LOL - LCK Spring,OKSavingsBank BRION,FearX,under,total_kills 24.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727920/F19/,win
2024-01-20,LOL - LCK Spring,OKSavingsBank BRION,FearX,under,game_duration 33.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727920/F19/,win
2024-01-20,LOL - LCK Spring,OKSavingsBank BRION,FearX,over,total_inhibitors 1.5,31.25%,1.14,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727920/F19/,win
2024-01-20,LOL - LCK Spring,OKSavingsBank BRION,FearX,under,total_barons 1.5,83.75%,1.14,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727920/F19/,win
2024-01-20,LOL - LCK Spring,Nongshim RedForce,Gen.G,over,total_towers 11.5,51.88%,1.48,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727921/F19/,win
2024-01-20,LOL - LCK Spring,Nongshim RedForce,Gen.G,under,game_duration 28.5,5.22%,1.74,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727921/F19/,win
2024-01-21,LOL - LCK Spring,Kwangdong Freecs,Hanwha Life Esports,over,total_dragons 4.5,48.13%,1.6,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727922/F19/,win
2024-01-21,LOL - LCK Spring,Kwangdong Freecs,Hanwha Life Esports,under,total_towers 11.5,37.38%,1.14,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727922/F19/,win
2024-01-21,LOL - LCK Spring,Kwangdong Freecs,Hanwha Life Esports,over,game_duration 29.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727922/F19/,win
2024-01-21,LOL - LCK Spring,Kwangdong Freecs,Hanwha Life Esports,under,total_inhibitors 1.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727922/F19/,win
2024-01-21,LOL - LCK Spring,Kwangdong Freecs,Hanwha Life Esports,under,total_barons 1.5,5.00%,1.33,1.4,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727922/F19/,loss
2024-01-21,LOL - LCK Spring,Dplus KIA,KT Rolster,under,total_kills 23.5,9.80%,1.67,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727923/F19/,win
2024-01-21,LOL - LCK Spring,Dplus KIA,KT Rolster,over,game_duration 31.5,9.80%,1.67,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727923/F19/,loss
2024-01-21,LOL - LCK Spring,Dplus KIA,KT Rolster,over,total_inhibitors 1.5,7.10%,1.43,1.53,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727923/F19/,win
2024-01-21,LOL - LCK Spring,Dplus KIA,KT Rolster,under,total_barons 1.5,57.50%,1.43,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18727923/F19/,win
2024-01-24,LOL - LCK Spring,FearX,Hanwha Life Esports,over,total_dragons 4.5,18.50%,2.0,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848041/F19/,loss
2024-01-24,LOL - LCK Spring,FearX,Hanwha Life Esports,under,total_towers 11.5,37.38%,1.14,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848041/F19/,win
2024-01-24,LOL - LCK Spring,FearX,Hanwha Life Esports,over,total_inhibitors 1.5,7.50%,1.6,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848041/F19/,loss
2024-01-24,LOL - LCK Spring,FearX,Hanwha Life Esports,under,total_barons 1.5,19.00%,1.14,1.36,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848041/F19/,win
